Íñigo Eguaras,6.65
Marcos Pena,6.0
Kaiky,6.0
Sergio Akieme,6.56
Chumi,6.5
Edgar González,6.74
Alejandro Pozo,6.66
Álex Centelles,6.73
Marc Pubill,6.88
Houboulang Mendes,6.19
Luís Maximiano,6.0
Fernando Martínez,6.84
Diego Mariño,6.7
Manuel Obón Salido,6.0
